,SPLIT,QED,logP,TPSA,HBD,HBA,valence,maxCharge,minCharge,jIndex,molWt,can
1481810,train,0.923438211,2.03982,57.61,1,3,102,0.242465427,-0.389094613,3.095485523,291.8,Cc1ccc(S(=O)(=O)N(C)CC(C)(C)O)cc1Cl
799427,train,0.872536846,3.3841,49.33,2,2,104,0.23123019,-0.388410587,2.410356684,261.365,CCc1cc(C(O)CC(C)C)cc2c1NC(=O)C2C
599725,train,0.734497049,3.31484,72.7,1,7,118,0.258526289,-0.321853441,1.959504504,345.453,CSc1cccc(NC(=O)c2c(-n3cnnn3)sc(C)c2C)c1
1488605,train,0.919995273,3.2319,54.71,1,4,118,0.317857906,-0.467466958,1.641778682,320.414,O=C(NCc1cccs1)N(Cc1ccco1)C1CCOCC1
207392,train,0.838281771,1.892,80.47,1,3,122,0.242991112,-0.369636967,2.328369711,336.388,NC(=O)CCN(Cc1ccccc1)S(=O)(=O)c1cccc(F)c1
882362,train,0.634415541,1.2509,68.1,1,8,118,0.167224237,-0.377775879,1.487133977,320.422,Cn1ccnc1SCCNc1cc(N2CCOCC2)ncn1
386099,train,0.856696883,3.1922,81.43,1,5,122,0.264183822,-0.483771329,1.87388372,316.357,CC(=O)c1ccc(OCC(=O)Nc2cc(C(C)(C)C)no2)cc1
1274928,train,0.932773217,2.5954,45.23,1,3,120,0.416098885,-0.356562196,1.597091054,313.323,O=C(NC1CC1)C1CCN(c2cc(C(F)(F)F)ccn2)CC1
736559,train,0.820840344,0.5221,69.72,1,3,124,0.240947722,-0.347290002,2.017671479,325.315,CN(C)C(=O)CNC(=O)C1CCN(c2ccc(F)c(F)c2)C1=O
1376327,train,0.840992464,0.94392,61.44,2,3,94,0.314465751,-0.341226685,2.38964659,255.343,CNC(=O)NCC(=O)N(C)Cc1ccc(C)s1
473215,train,0.860054658,1.4224,78.87,2,4,114,0.268129454,-0.507820402,2.253642057,292.335,CCCNC(=O)CN1C(=O)C(CC)Oc2cc(O)ccc21
407811,train,0.911580703,1.83302,62.3,1,3,108,0.230451102,-0.341609086,1.935231581,275.352,Cc1ccc(NC(=O)C2CC(=O)N(CC(C)C)C2)nc1
274702,train,0.802357262,2.2015,67.43,2,4,114,0.337344028,-0.465417509,1.772183801,298.342,COC(=O)c1ccc(NCC(=O)NCc2ccccc2)cc1
103295,train,0.607659942,3.5457,90.14,1,6,128,0.256827531,-0.494578462,1.697622023,346.346,COc1ccc(-c2nc3ncccc3o2)cc1NC(=O)c1cccnc1
707306,train,0.80034946,3.15448,53.33,0,3,108,0.226233154,-0.496768187,2.94116594,274.364,CCC(CC)C(=O)N(C)C(C#N)c1ccc(OC)cc1
496784,train,0.857317861,2.8047,50.36,2,3,110,0.250519942,-0.3806734,2.013401635,284.359,CNC(=O)c1ccc(CNc2ccccc2COC)cc1
1405842,train,0.886925774,1.0033,69.72,1,4,128,0.260609598,-0.35441374,1.441267586,347.44,CNC(=O)c1cc2c(s1)CCN(C(=O)C1CC(=O)N(C3CC3)C1)C2
1428282,train,0.623711695,2.39734,78.26,0,6,118,0.338862972,-0.374995307,2.407803143,322.386,CCC(=O)c1cccc(S(=O)(=O)Oc2c(C)nn(C)c2C)c1
1422283,train,0.815103807,2.633,69.81,3,2,94,0.319110956,-0.347101578,1.884785273,313.13,O=C(NCc1ncc[nH]1)Nc1ccc(F)c(Br)c1
1462261,train,0.876799662,3.9049,43.38,1,4,116,0.142138572,-0.488716469,1.641233055,318.804,Clc1ccc(OCC2CCCO2)c(NCc2cccnc2)c1
164670,train,0.870699393,3.3002,49.41,1,3,128,0.251439662,-0.339971144,2.058529435,348.443,CC(C)C(NC(=O)c1ccc(F)cc1)C(=O)N(C)Cc1cccs1
340621,train,0.737533688,2.1959,91.57,3,4,98,0.290951847,-0.505692477,2.130869599,260.249,CC(=O)Nc1ccc(NC(=O)c2ccco2)c(O)c1
688585,train,0.810800334,3.26892,66.64,0,6,98,0.205593384,-0.29042367,2.34273059,291.401,CCc1nc(C(C#N)C(=O)c2csc(C)n2)sc1C
546255,train,0.737870546,3.9184,45.47,1,4,126,0.270434539,-0.394534008,1.951138308,342.464,CC(C)n1c(C(=O)N(CCO)Cc2ccccc2)cc2sccc21
115259,train,0.924759765,2.0024,66.48,1,3,116,0.250789964,-0.351782451,2.097248012,310.419,CC(C)CNC(=O)c1ccc(N2CCCCS2(=O)=O)cc1
530257,train,0.92314517,3.5242,58.64,1,3,132,0.226314271,-0.492956782,1.533670118,348.402,CC(=O)N1C=Cc2ccccc2C1CC(=O)Nc1ccc2c(c1)CCO2
1579630,train,0.764207971,3.5213,46.61,0,3,124,0.325150053,-0.464666133,1.742078651,323.392,CCOC(=O)CN(C(=O)c1ccc(-c2ccccc2)cc1)C1CC1
1026087,train,0.781471811,-0.0506,79.81,0,5,116,0.254899208,-0.362665648,2.278154096,313.379,CN(C)C(=O)C1(C)CN(S(=O)(=O)c2cccnc2)CCO1
335888,train,0.900115282,1.9846,35.94,1,4,118,0.09000148,-0.389383381,1.716130836,292.423,CC(C)(C)OCC(O)CN1CCN(c2ccccc2)CC1
531544,train,0.884675249,2.2529,67.01,2,3,98,0.230852888,-0.492464067,1.723625103,277.711,O=C(Nc1cn[nH]c1)C1COc2ccc(Cl)cc2C1
1297870,train,0.725761979,2.6222,86.88,3,3,128,0.254678718,-0.353880094,1.948515216,348.834,CC(C)(C)C(=O)NCCNC(=O)c1c[nH]nc1-c1cccc(Cl)c1
724100,train,0.893574058,1.51232,79.62,1,4,116,0.286551537,-0.45476136,1.777009595,312.391,Cc1oc(C(=O)NCC2CC2)cc1S(=O)(=O)N1CCCC1
1059797,train,0.772737705,3.0533,80.57,2,4,122,0.290912003,-0.492820797,1.808032695,324.336,CNC(=O)c1ccc(NC(=O)c2cc3cccc(OC)c3o2)cc1
1103922,train,0.92733163,3.1181,50.8,1,3,116,0.321629436,-0.491422622,2.020093288,292.379,CCCOc1ccccc1NC(=O)N1CCOC(C)(C)C1
1531371,train,0.881887064,3.4257,42.15,1,3,90,0.13604863,-0.398190571,2.741242042,294.196,CCN(CC)c1ncc(Br)c2c(N)cccc12
1328705,train,0.848948645,0.4816,64.09,1,4,132,0.247863841,-0.386532121,1.856034288,337.395,CC(c1ccc(F)cc1)N(C)C(=O)CN1CCN(C(=O)CO)CC1
671283,train,0.917822916,2.4439,62.4,1,3,126,0.254834114,-0.376484027,1.42724937,326.396,O=C(c1ccc(=O)[nH]c1)N1CCC(COCc2ccccc2)CC1
1032252,train,0.784542936,3.14152,51.54,0,4,134,0.305286556,-0.468987839,1.513806513,342.439,COC(=O)CC1CCN(C(=O)CCn2ccc3c(C)cccc32)CC1
1457019,train,0.812474801,2.8027,61.56,0,5,94,0.341182297,-0.486255621,2.183863474,312.119,COC(=O)c1cc(Br)ccc1OCc1ccon1
1060816,train,0.908037764,3.0055,49.41,1,2,124,0.222874728,-0.351787367,1.523925724,314.429,O=C(NCc1cccc(CN2CCCC2=O)c1)C1CCCCC1
704215,train,0.895129276,2.53902,65.88,1,3,96,0.266121095,-0.496744493,2.702378871,254.289,COc1cccc(-c2[nH]c(=O)c(C#N)c(C)c2C)c1
36197,train,0.86850621,1.01892,81.93,1,6,100,0.269626031,-0.483771772,1.824148738,261.285,CCn1nnc(NC(=O)COc2ccc(C)cc2)n1
1444010,train,0.86444117,2.88018,62.54,0,5,110,0.203220838,-0.464333458,1.759293478,286.331,CCc1ccc(C2COCCN2Cc2ccc(C#N)o2)o1
548388,train,0.889046635,2.464,61.8,2,3,110,0.321593804,-0.496687724,2.014043303,278.352,COc1cccc(NC(=O)N2CCCCC2CCO)c1
1567151,train,0.850870501,2.54592,66.65,0,4,124,0.292981745,-0.435256417,1.741072964,325.368,CCc1nc(C)c(C(=O)N2CCCN3C(=O)c4ccccc4C32)o1
370284,train,0.913506043,2.3253,54.46,1,5,122,0.21638288,-0.377774851,1.624960768,331.441,CC(=O)NCCc1ccc(-c2csc(N3CCOCC3)n2)cc1
353472,train,0.845495273,2.46072,66.74,2,4,134,0.314626253,-0.464639966,1.550066221,343.427,Cc1ccc(C(CNC(=O)NCc2ccccc2)N2CCOCC2)o1
649700,train,0.855312313,2.9286,40.62,0,3,120,0.254319624,-0.338860578,1.528495188,348.855,O=C(Cc1ccc(Cl)cc1)N1CCN(C(=O)c2ccsc2)CC1
1185435,train,0.827641865,4.277,42.43,0,3,120,0.253834972,-0.455756944,1.71601636,310.397,CC(C)N(C(=O)c1ccc(Oc2cccnc2)cc1)C1CCC1
1342907,train,0.837364169,1.7597,75.71,1,4,118,0.306795293,-0.468946673,2.07384586,324.764,COC(=O)CCNC(=O)c1cc(N2CCCC2=O)ccc1Cl
1131794,train,0.871001538,1.5137,90.13,2,5,110,0.256330536,-0.382919727,2.046409529,278.356,COCc1ncc(C(=O)NC2CCCCC2C)c(N)n1
429042,train,0.867787208,1.78042,80.47,1,3,112,0.243103036,-0.36852789,3.202359684,318.826,Cc1ccc(S(=O)(=O)N(CC(N)=O)CC(C)C)cc1Cl
444990,train,0.788750052,2.9902,84.22,3,2,122,0.41741842,-0.351651212,2.985561568,337.729,CC(C)C(NC(N)=O)C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1
736312,train,0.872056447,1.51752,75.11,2,5,100,0.26494745,-0.393940023,2.107178639,269.37,Cc1nnsc1C(=O)NC1(CO)CCCC(C)C1
674914,train,0.908655772,2.67858,69.96,1,3,106,0.240380643,-0.20751655,1.85350691,310.806,N#Cc1cc(S(=O)(=O)NC(C2CC2)C2CC2)ccc1Cl
204040,train,0.820344501,2.84414,83.98,2,6,116,0.234324433,-0.326088865,1.907175634,336.442,CC(=O)Nc1ccc(NC(=O)CSc2nnc(C)s2)cc1C
531905,train,0.856074731,1.5377,80.49,1,6,134,0.240345744,-0.375563068,1.482810253,344.415,CC1CN(Cc2nc(CC(=O)NCc3ccccc3)no2)C(C)CO1
1152738,train,0.803489358,0.5135,72.08,0,7,124,0.256630697,-0.335982404,1.483867524,317.397,CC(C)n1cc(C(=O)N2CCN(CCn3cncn3)CC2)cn1
285683,train,0.881121933,2.8676,68.54,1,4,104,0.341415465,-0.471704495,1.879448858,297.669,O=C(COC(=O)c1ccoc1)Nc1ccc(Cl)cc1F
1582390,train,0.938354315,2.79752,56.27,1,5,108,0.16155383,-0.486136318,1.711841566,283.331,Cc1cc2c(cc1-c1cc(NC3CC3)ncn1)OCCO2
988149,train,0.759099308,0.8688,78.27,1,6,106,0.249867995,-0.382297408,1.827773037,276.296,COCCOCC(=O)Nc1ccc(-n2cncn2)cc1
211498,train,0.784394109,2.2564,59.81,1,4,110,0.251044676,-0.347960078,1.585302535,292.342,O=C(NCc1ccncc1)c1ccc(Cn2cccn2)cc1
558810,train,0.766091448,2.84992,87.63,1,6,98,0.186643885,-0.359174937,2.219851516,265.276,Cc1noc(C)c1Nc1c(C#N)nnc2ccccc12
1418827,train,0.78175059,1.88362,46.84,0,5,108,0.30917335,-0.468763999,2.061952345,275.352,COC(=O)C(C)CN(C)Cc1cnc2cc(C)ccn12
1213371,train,0.895339609,2.40714,90.01,2,4,132,0.251638442,-0.367635205,1.784020303,340.427,Cc1cc(C)n(-c2ccc(C(=O)NC3(C(N)=O)CCCCC3)cc2)n1
864807,train,0.602964979,3.5695,52.08,0,6,106,0.338167068,-0.455545498,1.953139409,308.428,CCSc1cc(C(=O)OCc2csc(CC)n2)ccn1
1130670,train,0.837674547,3.96108,56.13,1,3,112,0.252192285,-0.369477783,2.417358878,305.809,CCC1(CC)Nc2cc(Cl)ccc2N(CCCC#N)C1=O
1447051,train,0.861153114,2.5654,28.48,0,3,122,0.226579881,-0.353298563,1.501197688,331.847,Cn1cccc1CN1CCN(C(=O)Cc2cccc(Cl)c2)CC1
1164043,train,0.886448662,1.5889,77.93,2,6,124,0.321158661,-0.39453347,1.746139579,336.417,CN(CCO)C(=O)Nc1ccc2nc(N3CCOCC3)sc2c1
1563513,train,0.921389274,2.6522,67.57,1,4,134,0.226581388,-0.507676438,1.58089885,349.434,Cc1ccc(CC(=O)N2CCN(C(C#N)c3ccccc3)CC2)cc1O
1491819,train,0.850752978,1.26962,54.38,0,6,120,0.151210849,-0.372846784,1.487484168,311.389,Cc1ccc(N2CCOC3CN(Cc4cccnc4)CC32)nn1
1032448,train,0.573148801,1.42912,114.27,2,8,130,0.250660843,-0.363677652,1.744888539,348.37,Cc1nc(CNc2nc(-c3ccncc3)nc3c2cnn3C)cc(=O)[nH]1
344664,train,0.748778338,2.653,60.39,1,4,100,0.235033048,-0.368403758,1.966609844,283.356,NC(=O)C(Sc1ncc2ccccn12)c1ccccc1
1413669,train,0.795149006,-0.602,75.01,1,6,132,0.253628678,-0.396004624,1.667182611,335.404,Cn1ccc(C(=O)N2CC(CO)C(CN3CCOCC3)C2)cc1=O
239479,train,0.805266797,3.1671,58.2,2,3,114,0.250791648,-0.35152032,1.797092004,314.41,CSc1ccccc1NC(=O)CCNC(=O)c1ccccc1
1541241,train,0.630494671,1.684,107.71,3,5,124,0.340195535,-0.377735682,1.72009855,344.396,O=c1[nH]nc(CNc2cccc(CS(=O)(=O)c3ccccc3)c2)[nH]1
7252,train,0.797722107,3.41872,48.42,0,5,108,0.417544564,-0.480957508,2.866344568,305.277,COC(=O)c1c(C)sc2c(C(F)(F)F)cc(OC)nc12
1543385,train,0.852567365,3.0123,49.77,1,4,134,0.416250395,-0.467586791,2.331800989,345.361,COC(=O)C(c1ccccc1C(F)(F)F)N1CCC(C(C)O)CC1
991611,train,0.498795068,3.98216,57.01,0,5,134,0.341133113,-0.461994014,1.595395082,349.434,Cc1cccc(CCCOC(=O)c2cnn(-c3ccccc3C)c2C)n1
1469107,train,0.933712321,2.6296,49.77,1,3,122,0.255908714,-0.39097103,2.076488795,305.418,COC(C(=O)N1CCC(C(C)(C)C)C(O)C1)c1ccccc1
327674,train,0.856042693,2.84942,46.33,1,2,98,0.255485318,-0.39808061,2.117609678,254.333,Cc1ccc(CN(C)C(=O)c2ccccc2N)cc1
1002488,train,0.852828527,3.12932,63.24,1,4,116,0.234235975,-0.325366039,1.91897515,335.45,Cc1cccc(SCC(=O)Nc2ccc(S(C)(=O)=O)cc2)c1
922982,train,0.794845204,1.5314,84.5,2,4,124,0.254610361,-0.490178161,2.778736826,328.434,CC(C)Oc1ccccc1C(=O)NCC(C)(C)NS(C)(=O)=O
636768,train,0.765861167,3.10602,80.42,2,4,128,0.271706173,-0.492856984,1.963865759,338.363,COc1cc(C)c(NC(=O)c2cc3ccccc3c(=O)[nH]2)cc1OC
456536,train,0.776754025,2.6135,51.97,1,6,98,0.183357101,-0.496712492,1.673539589,274.349,COc1ccc2nc(NCCn3cccn3)sc2c1
1260619,train,0.712546707,3.5121,56.27,1,6,124,0.160535802,-0.492869964,1.581036744,341.436,COc1ccc(CNCc2ncc(-c3ccccn3)s2)cc1OC
516326,train,0.866404092,0.6964,67.87,1,4,112,0.239136683,-0.453595495,1.430447538,290.319,O=C(CN1CCCC1=O)NCCc1ccc2c(c1)OCO2
696643,train,0.739824655,2.74112,72.12,0,6,116,0.263474394,-0.338472384,1.424003968,326.381,Cc1csc(C(=O)N2CC(c3nc(-c4ccccn4)no3)C2)c1
1525518,train,0.696941653,0.7289,80.98,0,6,114,0.261157088,-0.330771572,1.584271308,307.313,O=C(Cn1cnc2ccccc2c1=O)N1Cc2cncnc2C1
1373885,train,0.789915218,2.53688,99.06,2,4,130,0.244348567,-0.324696137,2.066070122,349.456,CCC(C)NS(=O)(=O)Cc1cccc(NC(=O)C2(C#N)CCC2)c1
66813,train,0.776108332,1.4694,58.64,1,3,120,0.242338274,-0.384620321,1.934474705,308.353,COCCCNC(=O)C1CCC(=O)N1Cc1ccc(F)cc1
1218601,train,0.724875841,1.59154,82.67,0,7,120,0.232203631,-0.290708011,2.04769505,331.401,Cc1cc(C)cc(-n2ccnc2S(=O)(=O)Cc2ncnn2C)c1
945622,train,0.912770316,2.2672,67.35,1,5,126,0.255820346,-0.366843373,1.564036192,326.4,COC(C(=O)N1CCC(Nc2cccnn2)CC1)c1ccccc1
1506977,train,0.803435621,2.4796,51.33,1,4,112,0.253001143,-0.351692614,1.758882527,294.358,Cn1ccc(-c2cc(C(=O)NCC3CC3)c3ccccn23)n1
1522782,train,0.84230706,2.1552,76.66,2,4,126,0.251673199,-0.45359502,1.533698635,336.347,CC(=O)Nc1ccc(C#CCNC(=O)c2ccc3c(c2)OCO3)cc1
889774,train,0.910581619,2.7573,74.33,2,3,126,0.321476551,-0.351597752,1.685272472,326.4,CCC(=O)NC1CCCN(C(=O)Nc2cccc3cccnc23)C1
556739,train,0.883246277,3.2074,55.56,1,3,104,0.259598319,-0.495197028,2.316605729,290.75,COc1ccc(N(C)C(=O)c2ccccc2N)cc1Cl
21796,train,0.73636566,2.3703,58.04,0,7,118,0.224859664,-0.352424823,1.554438389,326.429,CCc1cc2c(N3CCN(c4ncccn4)CC3)ncnc2s1
788038,train,0.849043725,3.22558,44.1,0,2,106,0.223733568,-0.342654837,2.001629629,274.339,N#CC(CC(=O)N1CCCCCC1)c1ccc(F)cc1
553721,train,0.945534201,3.16092,51.47,1,3,106,0.286830138,-0.450622693,1.781874047,293.75,Cc1c(C(=O)NCC2CCOC2)oc2ccc(Cl)cc12
366974,train,0.872150909,2.66358,61.17,0,3,108,0.232054832,-0.265902256,2.454632008,304.346,CS(=O)(=O)N(Cc1ccccc1F)c1cccc(C#N)c1
1309970,train,0.562394296,1.89664,91.2,2,4,114,0.300878715,-0.277021864,1.854689469,306.329,Cc1ccc2[nH]nc(C(=O)N=c3[nH]nc4cc(C)ccn34)c2c1
685093,train,0.933231184,2.5831,72.95,1,5,106,0.278043443,-0.33786095,1.765420047,274.324,CC(C)n1ccc(C(=O)Nc2onc3c2CCCC3)n1
497384,train,0.886465431,3.2184,58.56,2,3,110,0.255162381,-0.491021537,2.053910247,285.343,CC(C)Oc1ccc(C(=O)Nc2cccc(CO)c2)cc1
833537,train,0.764074186,2.6641,74.85,2,3,114,0.260832652,-0.32526458,1.716748824,305.337,O=C(Nc1cccc2cccnc12)c1cc2c([nH]c1=O)CCC2
313133,train,0.888890616,3.32894,66.91,2,5,112,0.244996458,-0.376136306,1.890745235,304.419,Cc1cc(C)cc(NCC(=O)Nc2nnc(C(C)C)s2)c1
1569032,train,0.890807327,3.3018,58.56,2,3,110,0.2579134,-0.504254397,1.903879778,305.761,CC(NC(=O)COc1ccccc1O)c1ccccc1Cl
867779,train,0.786282098,4.0077,68.02,1,4,122,0.415910267,-0.337754035,1.723788797,333.269,O=C(Nc1cc(-c2ccccn2)no1)c1ccc(C(F)(F)F)cc1
1056941,train,0.934873129,2.3374,63.99,1,4,130,0.274613654,-0.351459584,1.301521976,337.423,O=C(Cn1ncc2ccccc2c1=O)NC1CC2CC1C1CCCC21
858025,train,0.911262512,3.4757,56.15,1,4,132,0.25127227,-0.372072134,1.562989666,339.439,CC(C)(C)n1ncc2c1CCCC2NC(=O)c1ccc2c(c1)COC2
613936,train,0.546263726,2.4951,66.24,0,6,110,0.343156814,-0.492842873,1.77747909,295.298,COc1ccccc1OC(=O)c1ccc(-n2cncn2)cc1
363860,train,0.732409323,2.8926,62.72,0,5,128,0.275650028,-0.46096203,1.35070606,337.379,O=C(c1cc(-c2ccco2)on1)N1CCN(Cc2ccccc2)CC1
611177,train,0.789859603,3.1419,83.12,3,3,124,0.320171823,-0.333753173,1.503770329,324.384,O=C(NCc1cccc(NC(=O)C2CCC2)c1)Nc1ccccn1
378770,train,0.882585237,3.1878,63.99,1,4,122,0.271704772,-0.34385273,2.17625203,333.819,CCCn1nc(C(=O)NC(CC)c2ccc(Cl)cc2)ccc1=O
724275,train,0.902597458,1.7628,54.46,1,4,104,0.272216888,-0.371884643,2.118626881,263.341,CCNc1cccc(C(=O)N2CC(C)OC(C)C2)n1
695734,train,0.712762273,0.7694,79.46,3,3,114,0.314596762,-0.37638475,1.615056221,283.372,CNC(=O)C1CCC(NC(=O)NCC2CCCO2)CC1
910239,train,0.731184792,1.3362,66.92,0,5,128,0.306571023,-0.465933886,1.920976803,340.445,CCOC(=O)CCN1CCCN(S(=O)(=O)c2ccccc2)CC1
1348824,train,0.797542976,2.22302,72.7,1,5,104,0.255211012,-0.3203674,1.779305249,279.303,Cc1ccncc1NC(=O)c1ccc(-n2ccnn2)cc1
1432843,train,0.931862557,3.84544,39.08,1,4,118,0.127944555,-0.486870101,1.820433853,299.418,CCn1nc(C)c(NCc2cccc3c2OC(C)(C)C3)c1C
728571,train,0.709287248,2.68922,77.83,1,5,94,0.276605066,-0.398709606,2.027089646,252.277,Cc1cccnc1-c1nc(-c2cccc(N)c2)no1
1571928,train,0.876453944,2.42924,62.3,1,4,120,0.239120631,-0.350457497,1.613706356,329.425,Cc1ccc(N2CCC(C(=O)NCc3cnc(C)s3)C2=O)cc1
631603,train,0.758968026,2.5322,71.09,2,3,120,0.243310288,-0.346737594,1.5638995,319.364,O=C(Cc1cccc2ccccc12)NCC(=O)Nc1cccnc1
925587,train,0.905515228,2.2444,72.36,2,4,110,0.271872518,-0.494576521,2.267092447,287.319,COc1ccc(NC(C)=O)cc1NC(=O)c1cccn1C
716779,train,0.837568894,2.9535,58.2,2,2,108,0.253107304,-0.349239732,2.063210124,274.364,CCCC(C)C(=O)Nc1ccccc1C(=O)NC1CC1
550638,train,0.769251378,1.44948,70.4,0,4,98,0.324007927,-0.464978901,2.42059241,258.277,CCOC(=O)C(C#N)C1C(=O)N(C)c2ccccc21
144748,train,0.896994281,3.0264,54.88,1,3,98,0.256435828,-0.306565201,2.204781017,255.321,CC(C)(C)c1cc(C(=O)Nc2ccccn2)ccn1
328509,train,0.831918602,2.71682,57.78,2,2,108,0.230153865,-0.349709148,1.727319814,273.38,C=C1C2(C(=O)NCc3cc(C)n[nH]3)CCC(C2)C1(C)C
1197092,train,0.771150968,3.0606,76.38,2,5,126,0.226089627,-0.507966639,1.847699411,335.363,COc1cccc(-n2cnc3c2C(c2ccc(O)cc2)CC(=O)N3)c1
1236014,train,0.641093641,1.607,99.87,3,4,122,0.340560453,-0.488917415,1.507610637,324.34,O=C(NCc1ccc(COc2ccccc2)cc1)c1n[nH]c(=O)[nH]1
1172796,train,0.803655603,2.3127,59.29,1,4,100,0.252615047,-0.347912236,1.721611968,286.722,O=C(NCc1cccc(Cl)c1)c1ccc2ncnn2c1
1292409,train,0.758686404,2.7261,41.99,1,3,94,0.220340046,-0.356070257,2.081438398,252.383,CC(C)CCNC(=O)CCSc1ccccn1
94931,train,0.576495866,1.49684,77.09,1,6,122,0.331704791,-0.323201295,2.133064574,323.356,Cc1ccc(-c2[nH]c3nc4c(c(=O)n(C)c(=O)n4C)n3c2C)cc1
58227,train,0.665589319,3.0876,44.24,0,4,100,0.224064139,-0.490045232,1.602320703,266.3,c1ccc(OCCOc2ncnc3ccccc23)cc1
1481838,train,0.767454167,3.42232,64.74,1,5,134,0.25451546,-0.347735149,1.407551449,349.438,Cc1c(C(=O)NCc2cnn(-c3ccccc3)c2)cnn1C1CCCC1
1370312,train,0.845413575,1.8243,47.36,0,4,110,0.25385223,-0.377463278,1.643133995,285.347,Cn1cnc2cc(C(=O)N3CCOCC3C3CC3)ccc21
1520847,train,0.840303416,0.87,71.33,0,6,122,0.294652742,-0.348451803,1.935711098,315.377,CCC(=O)N1CCN(c2nc3cccnc3n(CC)c2=O)CC1
1358649,train,0.579261192,3.0921,63.91,0,5,122,0.279724364,-0.309302824,1.677531703,329.363,CN(C(=O)c1cn(-c2ccccc2)nn1)c1cccc2ncccc12
870291,train,0.897997962,3.94066,41.13,2,2,116,0.243187683,-0.373675164,2.036740038,304.34,Cc1cc(C)c(NC(=O)CNc2cccc(F)c2F)c(C)c1
15894,train,0.802209976,3.419,47.28,1,4,114,0.118381008,-0.496768192,1.932086834,296.37,COc1ccc(C(O)C(C)c2nc3ccccc3n2C)cc1
530377,train,0.824301672,0.744,84.94,1,5,128,0.238222746,-0.492857642,2.078761127,342.417,COc1cccc(CNC(=O)C2CCCN2S(C)(=O)=O)c1OC
506125,train,0.882321363,1.6513,63.99,1,4,116,0.253497354,-0.350471171,1.913802525,303.337,CCCc1cc(=O)n(CC(=O)NCc2ccc(F)cc2)cn1
746678,train,0.886497304,0.4475,83.36,1,5,126,0.317273283,-0.340934466,1.369368302,328.376,O=C(Cn1nnc2ccccc21)N1CCC(N2CCNC2=O)CC1
1354634,train,0.841692948,1.3388,86.11,1,6,120,0.331081424,-0.46727212,1.759756521,314.345,COC(=O)C(C)(NC(=O)c1ccc(-n2ccnn2)cc1)C1CC1
1536049,train,0.900778654,1.9119,80.12,1,5,132,0.246677464,-0.330436237,1.612512205,341.415,CC(C)C(=O)N1CCCC1C(=O)Nc1ccc(Cn2cncn2)cc1
979037,train,0.859125749,1.464,50.08,0,6,118,0.273959537,-0.378792272,1.654896062,320.418,O=C(c1nc2sccn2c1CN1CCOCC1)N1CCCC1
1564526,train,0.839511021,2.87702,58.2,2,2,108,0.250846706,-0.352316502,2.128565073,315.2,CCNC(=O)c1ccc(C)c(NC(=O)C2CC2(Cl)Cl)c1
783189,train,0.848723184,0.9512,76.46,1,5,122,0.271429032,-0.467704767,1.880532246,308.382,CCCNC(=O)c1cc(OCC(=O)N2CCCCC2)n(C)n1
1212870,train,0.7433443,3.82024,83.12,3,4,128,0.319085626,-0.331352726,1.876631229,346.456,CCCC(=O)Nc1cccc(NC(=O)NCc2nc(C)c(C)s2)c1
1068115,train,0.674689866,2.327,87.46,1,6,114,0.420328802,-0.46414572,2.268860953,292.335,CC(C)CCOC(=O)C(C)n1c(=O)oc2cccc(N)c21
1524214,train,0.783497176,3.7051,67.35,1,4,132,0.32134235,-0.472706909,1.353736505,348.406,O=C(Nc1ccccc1)N1CCC(Oc2nncc3ccccc23)CC1
512507,train,0.61811073,2.8225,70.67,0,6,130,0.421799556,-0.496763807,1.580094021,341.363,COc1ccc(OCCCCn2c(=O)oc(=O)c3ccccc32)cc1
757220,train,0.871836629,3.2867,60.45,1,5,128,0.226028273,-0.486147278,1.660235076,346.452,CCc1nc(CC(=O)NC(CC)c2ccc3c(c2)OCCO3)cs1
1215852,train,0.681606102,1.8295,83.04,0,8,102,0.377456439,-0.463071892,1.749394888,290.304,COC(=O)c1ncn(Cc2coc(-c3cccs3)n2)n1
662255,train,0.914586912,1.8727,75.19,1,6,106,0.254406333,-0.332360362,1.889458554,310.404,CCc1nnc(NC(=O)CN(C)C(=O)c2ccsc2)s1
168930,train,0.910951734,2.90006,51.47,1,3,106,0.257813865,-0.4832291,1.87063043,273.332,Cc1cc(C)c(OCC(=O)NCc2ccco2)c(C)c1
1444288,train,0.750865245,1.3357,33.95,0,4,94,0.137700236,-0.276896183,2.062668235,250.305,C#CCN(CC#C)Cc1ccc(-n2cncn2)cc1
1465919,train,0.908160374,0.8996,72.28,1,6,116,0.25950274,-0.37879229,1.575491617,301.35,Cn1cc(C(=O)Nc2ccc(CN3CCOCC3)cn2)cn1
1109914,train,0.750508236,0.8472,77.23,1,7,106,0.177513829,-0.378025225,1.787298086,282.307,c1cc(-c2ccc3nnc(C4COCCN4)n3n2)ccn1
1225470,train,0.75368084,3.0541,81.42,2,4,126,0.256400527,-0.491589817,2.227400743,348.399,CCOc1cc(F)ccc1NC(=O)c1ccccc1SCC(N)=O
617256,train,0.881824466,1.6986,76.02,2,4,114,0.271628931,-0.346564015,1.611912548,298.346,Cn1nc(C(=O)NCc2ccccc2)cc1NC(=O)C1CC1
560339,train,0.649121565,3.4117,52.32,1,3,92,0.339424787,-0.458747465,2.031145503,253.729,Nc1ccc(C(=O)OC2CCCCC2)c(Cl)c1
