,can,active,decoy,score,time
396,Cc1c(c2c(s1)ncn(c2=O)[C@H](C)C(=O)Nc3ccc(cc3)Cl)c4ccc(cc4)Br,0,1,-7.9,14.63767385
397,C[C@@H]1C[C@H](CN(C1)C(=O)CN2CC[NH+](CC2)CC(=O)N[C@@H](c3ccc(cc3)F)c4cccs4)C,0,1,-9.4,26.18722057
398,Cc1cc(ccc1[C@@H](C)Oc2cc(sc2C(=O)N)c3cnc4n3cccc4)C[NH2+]C(C)(C)C,0,1,-8,20.87995076
399,C[C@H]1CC[C@@H]([C@@H](C1)OC(=O)CSc2[nH]c3ccccc3n2)C(C)(C)C,0,1,-8.5,11.11798239
400,c1ccc(cc1)[C@@H]([C@H]2c3cccc4c3c(ccc4)C2=O)Nc5ccccc5,0,1,-10.3,8.652791262
401,Cn1c(nnn1)SCC[NH2+]Cc2cc(ccc2OCc3ccc(cc3Cl)Cl)Br,0,1,-11.2,21.95470142
402,c1ccc(cc1)[C@@H](c2cccs2)NC(=O)[C@@H]3CCC=CC3,0,1,-8.4,7.162489891
403,CCc1ccccc1N/C(=N\C(=O)c2ccccc2C)/NCCC3=c4ccccc4=[NH+]C3,0,1,-8.1,16.23858476
404,Cc1c(cccc1Cl)N2[C@@]3(c4ccccc4[C@H](S3)c5ccccc5)SC(=N2)C(=O)C,0,1,-8.2,11.02532387
405,c1ccc(cc1)CNC(=O)c2ccc(o2)C[NH+](Cc3ccccc3)Cc4ccc(cc4)C(F)(F)F,0,1,-9.8,32.21097922
406,Cc1cccc(c1)S(=O)(=O)[C@H]2c3c(nc4ccccc4n3)N([C@H]2N)/N=C/C5=c6ccccc6=[NH+]C5,0,1,-9,22.98735309
407,CC[NH2+][C@@H](c1ccc(o1)Br)c2cc(sc2Br)Br,0,1,-6.7,5.264967203
408,CC1(CC(CC([NH2+]1)(C)C)NC(=O)Cc2csc3n2cc(n3)c4ccc(cc4)F)C,0,1,-8.1,14.34926629
409,Cc1ccc(c(c1)Br)NC(=O)[C@H](C)[NH+]2CCN(CC2)C/C=C/c3ccccc3,0,1,-7.4,14.56165504
410,CCCSc1ccc(c(c1)NC(=O)C[NH+](CC)CC(=O)Nc2c(cccc2Cl)Cl)[N+](=O)[O-],0,1,-7.2,28.50375986
411,c1ccc(c(c1)Sc2ccc(c3c2cccn3)N)Cl,0,1,-8.6,5.237864494
412,c1ccc(cc1)C2=c3cc(ccc3=[NH+]C(=O)[C@@H]2Nc4ccc(cc4)Cl)Cl,0,1,-8.6,5.327262402
413,CC(C)CCSc1nnc2n1c3c(c4c(s3)C[NH+](CC4)Cc5ccccc5)c(=O)n2c6ccccc6,0,1,-9.5,21.70285368
414,C[C@@H]1CCCc2c1c(c(c(c2c3ccc(cc3)C(C)C)C#N)N)C#N,0,1,-8.2,10.10088277
415,c1ccc(cc1)CSc2ncc(c(n2)Cl)C(=O)NC[C@@H](c3cccs3)[NH+]4CCCC4,0,1,-8.1,19.83961678
416,Cc1ccc(c(c1)F)NC(=S)Nc2ccc(cc2C)Cl,0,1,-8.3,6.806875706
417,Cc1cc(n(n1)C(C)(C)C)C(=O)N2C[C@@H](C3(C2)CC[NH2+]CC3)C(=O)NC[C@H](c4ccc(cc4)OC)[NH+](C)C,0,1,-9.5,32.91225648
418,CCC[NH2+][C@@H](C)c1ccc(s1)c2c(cc(cc2Cl)Br)Cl,0,1,-6.8,7.643010616
419,CCN(CC)c1ccc(cc1)[C@H]2C3=C(C[C@@H](CC3=O)c4ccc(cc4)C)Nc5ccccc5N2,0,1,-9,15.25861645
420,Cc1ccccc1C[NH+]2CCC[C@@H](C2)C(=O)NC34CC5CC(C3)CC(C5)C4,0,1,-7.5,11.64382601
421,CC1(CC[C@@H](c2c1cccc2)Nc3cccc(c3)Cl)C,0,1,-8.9,4.568470001
422,c1ccc2=N/C(=N\S(=O)(=O)c3cccc(c3)Cl)/[C@H]([NH+]=c2c1)Nc4cc(cc(c4)Cl)Cl,0,1,-8.4,14.01810122
423,c1cc(cc(c1)Cl)c2nc([nH]n2)SCc3ccc(c(c3)Cl)Cl,0,1,-8.9,8.006850958
424,Cc1ccc(c(c1)NC(=S)N(Cc2ccccc2F)C3CC([NH2+]C(C3)(C)C)(C)C)Cl,0,1,-7.9,15.97928524
425,CCOc1ccc(cc1OCC)C(=O)/N=C(/NCCC2=c3ccccc3=[NH+]C2)\Nc4ccc(cc4)F,0,1,-8.1,27.79592919
426,Cc1cc(cc(c1)NC(=O)[C@@H]2[C@H]3C=C[C@@]4([C@@H]2C(=O)N([C@@H]4C(=O)N[C@@H]5CCC[C@@H]([C@@H]5C)C)CCC[NH+](C)C)O3)C,0,1,-7.6,33.05631495
427,CC[NH+]1CCc2c(sc(c2CNC(=O)Nc3ccccc3Cl)n4cccc4)C1,0,1,-6.7,15.25212502
428,Cc1ccc(cc1)N/C(=N\C(=O)c2ccc(cc2)Br)/NCCC3=c4ccccc4=[NH+]C3,0,1,-8.7,15.81604862
429,C[C@@H]1CC(=O)Nc2ccccc2N1C(=O)C[NH+](C)[C@@H](C)C(=O)Nc3ccc(cc3C(F)(F)F)Cl,0,1,-9.4,20.37890387
430,CN(c1cccc(c1)F)c2ccc(cc2F)C(=S)N,0,1,-8.1,5.850019455
431,c1ccc2=[NH+]CC(=c2c1)CCNC(=O)c3ccccc3NC(=O)c4ccc(cc4)Cl,0,1,-10.1,19.99604177
432,CC(C)(C)CC(C)(C)NC(=O)[C@H](C(c1ccccc1)c2ccccc2)N(Cc3ccco3)C(=O)c4ccco4,0,1,-8.4,46.02849126
433,CCC[NH2+][C@H](c1ccc(cc1Br)F)c2cc(ccc2Br)Br,0,1,-7.6,7.177252531
434,Cc1c(nn(c1C)c2c3ccccc3ncc2C(=S)N)C,0,1,-8.4,6.588064909
435,C[C@H](C12CC3CC(C1)CC(C3)C2)NC(=O)C(=O)Nc4ccc(c(c4)F)F,0,1,-8.2,9.466384411
436,Cc1ccc(cc1C)N[C@@H]2c3ccccc3NC2=O,0,1,-9,4.302172899
437,C[C@@H](c1ccc(cc1F)F)NC(=O)Nc2cccc(c2)Cl,0,1,-9.3,6.460366488
438,CCC[NH2+][C@@H](c1ccc(c(c1)Br)OC)c2cc(cnc2)Br,0,1,-7.4,8.298793077
439,CCc1cccc(c1NC(=O)[C@H](CC)S[C@@H]2[NH+]=c3cccnc3=[NH+]2)C,0,1,-7,12.55567265
440,CCOc1cc(cc(c1OCc2ccc(cc2)Cl)CC=C)/C=N/NC(=O)Cc3csc(n3)N,0,1,-8.6,29.57074142
441,CC[C@H](C)NC(=O)c1ccccc1NC(=O)C2CC[NH+](CC2)Cc3c(cccc3Cl)F,0,1,-8.4,19.42097902
442,C[C@@H]1C[C@H](C[NH+](C1)Cc2ccccc2CNC(=O)Cn3c4ccccc4c(=O)c5c3cccc5)C,0,1,-11.6,21.61270094
443,c1ccc(cc1)[C@@H](c2cccs2)NC(=O)C[NH+]3CCN(CC3)C(=O)c4cccs4,0,1,-9.3,15.87772107
444,CCONC[C@@H](c1ccc(cc1)c2ccccc2)N3CC[NH2+][C@@H](C3)S(=O)(=O)Oc4ccccc4,0,1,-8.9,35.63100719
445,c1ccc(cc1)COC(=O)N[C@@H](CC2=c3ccccc3=[NH+]C2)C(=O)NC4CCCCCC4,0,1,-9.5,22.37088346
446,c1cc(ccc1SCC(=[NH2+])NS(=O)(=O)c2cc(cc(c2)Cl)Cl)Cl,0,1,-7.7,11.5187211
447,Cc1cc(ccc1Br)/N=C\2/NC(CS2)(C)C,0,1,-7.4,3.564217567
448,c1ccc(c(c1)NC(=O)NCc2cccn2Cc3cccc(c3)F)Br,0,1,-8.1,10.81215763
449,CC[C@H](c1c2c(sc1n3cccc3)C[NH+](CC2)CC)NC(=O)Nc4cc(c(cc4OC)OC)Cl,0,1,-6.1,30.5676353
450,C[C@@]12CC[C@@](C1(C)C)(CC2=O)C(=O)Nc3cccc(c3Cl)Cl,0,1,-8.2,6.076864243
451,C[C@H]1CCCC[C@H]1OCc2ccc(cc2F)C(=S)N,0,1,-7.5,7.045516729
452,c1ccc2=[NH+]CC(=c2c1)C[C@@H](C(=O)Nc3ccc(cc3)CC#N)NC(=O)c4ccccc4Cl,0,1,-10.1,33.31691909
453,C/C=C/C=C/C=C\C(=O)N[C@H]([C@H](C)[NH3+])C(=O)O[C@@H]([C@@H]1C(=O)NCC(=O)N1)C2=C3C=CC(=C[C@@H]3N=C2)Cl,0,1,-6.8,38.60207725
454,CC[NH2+][C@@H](c1cccc(c1)OC(F)F)c2cc(sc2Br)Br,0,1,-8.2,8.735307932
455,C[C@@H]1CCC2=C3C(=NC(=NC3=O)[C@@H](C)Nc4cc(ccc4Sc5ccccc5)Cl)S[C@@H]2C1,0,1,-9.8,16.36739922
456,CCc1ccc(cc1)[C@@H](C)NC(=O)[C@H]2CN(CC23CC[NH2+]CC3)C(=O)COc4cccc(c4)Cl,0,1,-9.4,21.7547636
457,Cc1ccc(cc1)[C@H](c2cccs2)NC(=O)CN3C(=O)[C@@](NC3=O)(C)c4ccc(cc4)C(C)(C)C,0,1,-8.6,25.20483088
458,CCCCC[C@@H](C(=O)NC1CCCCC1)N(Cc2ccco2)C(=O)[C@H]3CCCN3C(=O)OCc4ccccc4,0,1,-7.7,47.71175575
459,CC1(CC2=C([C@H](C(=C3N2c4ccccc4C(=[NH+]3)N)C#N)c5cccc(c5)Cl)C(=O)C1)C,0,1,-9.6,16.57093716
460,Cc1cc(c(cc1Br)Br)S(=O)(=O)NC(C)C,0,1,-6.7,4.637166977
461,CCc1ccc(s1)[C@H]2C3=C(C[C@H](CC3=O)c4ccc(c(c4)OC)OC)Nc5ccccc5N2,0,1,-6.8,17.21488404
462,Cc1cc[nH+]c(c1)N[C@@H](c2ccccc2Cl)c3c4c(sc3NC(=O)c5ccco5)CCCC4,0,1,-7.6,18.62939334
463,CCOc1ccccc1NC(=O)Nc2cc(cc3=C([C@H]([NH+]=c32)C(=O)N4CCOCC4)c5ccccc5)C,0,1,-7.7,32.1017592
464,Cc1c(ccc2c1nc(s2)NC(=O)c3ccc(cc3)C(C)(C)C)Cl,0,1,-7.5,9.695775509
465,CCc1c(c2c(ncnc2s1)N)c3ccc(cc3)Br,0,1,-7.3,6.389271975
466,Cc1c(nc(s1)C)[C@@H](C)Nc2c(ccc3c2ncs3)Cl,0,1,-7.7,6.065854311
467,Cc1ccccc1CSc2nc3n(n2)[C@H](C4=C(N3)CC(CC4=O)(C)C)c5cccc(c5)Br,0,1,-10.8,15.17448616
468,C[C@H]([C@@H](c1cc(cs1)Br)N(C)Cc2ccc(s2)Cl)[NH3+],0,1,-6.6,7.885274887
469,Cc1ccc(c(c1)C)NC(=O)C2=C(N=C3N([C@H]2c4ccc(cc4)Cl)C(=CS3)/C=C(/NC(C)C)\[O-])C,0,1,-8.9,24.69138432
470,Cc1ccc(cc1)NC(=O)C2=C(Nc3nnnn3[C@@H]2c4ccccc4OCc5ccc(cc5Cl)Cl)C,0,1,-8,27.27437615
471,CC1=C([C@@H](n2c(=O)/c(=C/c3c(cccc3Cl)F)/sc2=N1)c4ccccc4Cl)C(=O)OCCOC,0,1,-6.5,23.48729658
472,c1cc(c(c(c1)Sc2cc(ccc2Cl)Cl)N)F,0,1,-7.8,5.472645521
473,CC[C@@H](c1ccccc1)C(=O)Nc2ccc(cc2)n3c(nc(n3)OCC(C)C)c4ccc(cc4)C(F)(F)F,0,1,-9.8,31.27816486
474,Cc1csc(n1)NC(=O)c2cc3cc(ccc3o2)Br,0,1,-7.8,5.362422466
475,c1ccc(cc1)n2nc3ccc(cc3n2)NC(=O)c4cccc(c4)I,0,1,-8.8,8.307294607
476,Cc1ccc2c(c1)c(cc(n2)N/N=C(/C)\c3ccccn3)C,0,1,-8.9,6.381966829
477,COC(=O)c1cc(sc1NC(=S)Nc2ccc(cc2Cl)Br)c3ccccc3,0,1,-7.9,15.45275736
478,c1cc(sc1)[C@H](c2ccc3c(c2)[nH]c(=O)[nH]3)Cl,0,1,-8,4.199144363
479,C[C@H](c1ccc(cc1)NC(=O)c2ccc(cc2)F)NC(=O)c3cc(ccc3F)Cl,0,1,-9.9,12.85023928
480,CC(C)CC[NH+](Cc1[nH]c(=O)c2c(csc2n1)c3ccccc3F)C[C@H](C(C)C)O,0,1,-9.2,21.54636788
481,CC1([C@@H]2CC[C@@](C2)(C1=C)C(=O)Nc3cc(ccc3F)F)C,0,1,-9.2,5.330701828
482,C[C@H](c1ccc(c(c1)Br)OC)Nc2ccc(c(c2)Cl)C#N,0,1,-7.7,7.810193062
483,CCOc1ccc(cc1OCC)C2=N[NH+]=C(Nc3c2cccc3)c4ccc(cc4)C,0,1,-7.4,12.61091661
484,c1cc(cc(c1)Br)c2nc3c(s2)CCN3,0,1,-7.4,3.376780987
485,C[C@@H](c1cccc(c1)N)N(C)C(=O)c2ccc(cc2F)Br,0,1,-7.7,7.081800461
486,CC[C@@H]1CCCC[NH+]1CCCNC(=O)CN2c3ccccc3S/C(=C/c4ccc(cc4)C)/C2=O,0,1,-7.4,25.4258039
487,Cc1ccccc1NC(=O)C2=C([NH+]=C3N=C(NN3[C@@H]2c4ccccn4)SCc5ccccc5)C,0,1,-8.6,19.46754456
488,Cc1nc(cc(n1)[C@H]2C[NH+]3CC[C@H]2C[C@@H]3C[NH2+]Cc4ccc(o4)CO)c5ccccc5,0,1,-8.5,22.23852539
489,Cc1cc(c(c(c1)C)c2csc(n2)NC(=O)C[NH+](C)CC(=O)Nc3c(cc(cc3C)C)C)C,0,1,-6.7,23.3008821
490,c1ccc(c(c1)CNC(=O)CCCNC(=O)N2CCC3=c4cc(ccc4=[NH+][C@@H]3C2)Cl)Cl,0,1,-9.8,16.86422539
491,CCc1ccc(cc1)[C@H](C)NC(=O)[C@@H]2CN(CC23CC[NH2+]CC3)C(=O)c4cc(c(c(c4)Cl)OC)Cl,0,1,-7.4,24.31403828
492,CC[NH+]1CCc2c(sc(c2[C@@H](C)NC(=O)Nc3ccc(c(c3)C)C)n4cccc4)C1,0,1,-7.6,16.0824697
493,CC(C)CCNC(=O)[C@H]1CS[C@@H](N1C(=O)c2ccc(cc2Cl)Cl)c3ccc(cc3)F,0,1,-6.8,15.43524694
494,C[C@H]1CN/C(=N\c2cc(ccc2Cl)Cl)/S1,0,1,-6.9,3.785176754
495,CC(=O)Nc1ccc(cc1)S(=O)(=O)/N=C\2/[C@@H]([NH+]=c3ccccc3=N2)Nc4ccc5ccccc5c4,0,1,-9.2,20.47751427
496,c1ccc(cc1)C[NH+]2[C@H](CCC[C@@]23CCC[C@@H](C3)Cl)S(=O)(=O)Oc4ccccc4,0,1,-8.6,13.66962242
497,C[C@@H](c1ccc(s1)Cl)NC(=O)c2cc(ccc2I)Br,0,1,-7.2,6.446640253
498,CN1[C@@H]\2CC[C@H]1C(=Cc3ccc[nH]3)C(=O)/C2=C/c4ccc[nH]4,0,1,-6.8,5.88804388
499,Cc1c(sc(c1[C@@H](c2ccncc2)Nc3cccc[nH+]3)NC(=O)c4ccccc4)C,0,1,-7.3,15.94932985
500,CC1=C2[C@H](C3=C(CC(CC3=O)(C)C)N=C2N(N1)c4nc5ccccc5s4)c6ccc(cc6)Cl,0,1,-8.3,13.56462479
501,C[NH2+][C@H](c1ccc(s1)c2ccc(cc2Cl)Br)C3CC3,0,1,-6.5,6.252109766
502,CC[NH+]1[C@@H](N=c2c(=C1SCC(=O)Nc3c(cc(cc3C)C)C)cc(s2)C)C,0,1,-6.5,12.55599999
503,Cc1ccc(cc1)CN(Cc2ccco2)C(=S)NC3CC([NH2+]C(C3)(C)C)(C)C,0,1,-6.9,15.53714824
504,CCc1cccc2c1[nH]c3c2C[C@@H](CC3)NC(=O)[C@@H]4CCC=CC4,0,1,-8.4,7.150407076
505,CC1(CC2=C([C@H](Nc3c2c4ccccc4cc3)c5cn(c6c5cccc6)Cc7ccccc7Cl)C(=O)C1)C,0,1,-9.2,16.80330181
506,Cc1ccc(c(c1)Br)NC(=S)NC,0,1,-6.2,3.527429581
507,C[C@H](c1cccc(c1)Cl)Nc2c(cccn2)Br,0,1,-7.9,4.76253581
508,C[C@@H](c1cccc(c1)Cl)Nc2cc(c(cc2Cl)Cl)Cl,0,1,-8.4,5.164503336
509,Cc1c(c(n(n1)c2ccc(cc2)NC(=O)Nc3cccc4c3cccc4)C)Br,0,1,-10.7,15.01744652
510,c1ccc2c(c1)NC(=O)[C@@H](S2)CC(=O)Nc3ccc(cc3)I,0,1,-8.1,8.41113162
511,c1cc(c(cc1Br)Cl)CNC(=O)c2cnccn2,0,1,-6.8,5.66102767
512,COc1ccc(cc1)[C@H](CNC(=O)c2cccc(c2)S(=O)(=O)NCC=C)C3=c4ccccc4=[NH+]C3,0,1,-9.9,39.81655908
513,c1ccc2c(c1)-c3c(c(no3)C(=O)Nc4ccccc4Cl)CS2,0,1,-8,6.574452639
514,Cc1cccc(c1OC)C(=O)N[C@H](C)C23CC4CC(C2)CC(C4)C3,0,1,-6.8,8.277270317
515,C[C@@H]1CCC[C@@H]([C@@H]1C)NC(=O)Nc2ccc(nc2)Cl,0,1,-8.1,5.309381008
516,CCOc1cc(ccc1OCc2ccccc2)C[NH2+]C34CC5C[C@@](C3)(C[C@](C5)(C4)C)C,0,1,-9.2,16.29521418
517,c1cc(cc(c1)Br)[C@@H]2c3c([nH]nc3C(=O)N2CCCn4cc[nH+]c4)c5ccc(cc5)Cl,0,1,-7.9,17.41424346
518,C[C@H](c1ccccc1Cl)N2CC[NH+](CC2)[C@@H](C)C(=O)Nc3ccccc3OC(F)F,0,1,-6.3,18.62856793
519,CC(C)CCN[C@@H]1/C(=N/S(=O)(=O)c2cc(ccc2Cl)Cl)/[NH+]=c3ccccc3=[NH+]1,0,1,-8.6,14.57331038
520,Cn1c2ccccc2nc1[C@@H](c3ccccc3)NC(=O)c4ccc5c(c4)CCC5,0,1,-9.1,12.37578654
521,C[C@H](C(=O)Nc1ccc(cc1Cl)C(F)(F)F)Cl,0,1,-7.3,4.584068298
522,C[C@H]1C/C(=N\NC(=O)N)/[C@H]2CCCC[C@@H]2S1,0,1,-7.5,3.610384703
523,Cc1ccc(cc1F)N[C@H]2/C(=N/S(=O)(=O)c3ccc(cc3)F)/[NH+]=c4ccccc4=[NH+]2,0,1,-8.4,13.96144772
524,CC(C)[C@H]1CC[C@]2([C@@H](O2)CC[C@@]3([C@@H]([C@@H]1O)O3)C)C,0,1,-6.7,3.658183098
525,C[C@H]1CC[C@H]([C@@](C1)(C#N)NCc2cccs2)C(C)C,0,1,-7.1,5.999363184
526,CC1(CC2=C([C@H](C(=C(N2c3ccc(cc3)Br)N)C#N)c4cccc(c4)[N+](=O)[O-])C(=O)C1)C,0,1,-7,16.0031693
527,Cc1ccc(cc1)n2c(nnc2SCC(=O)N/N=C/c3cc(c(c(c3)OC)OC)OC)c4ccc(cc4)C(C)(C)C,0,1,-8.6,44.81934166
528,C[C@@H]1CCC[C@@H](C1)NS(=O)(=O)c2c(ccs2)Br,0,1,-7.2,5.000527382
529,C=CCC[C@H](C[NH+](CC1CC1)CC(=O)N2CCc3c(ccs3)[C@@H]2COc4ccccc4F)O,0,1,-8.3,30.98317552
530,Cc1cc(cc(c1)Cn2c3cc(ccc3cn2)N)C,0,1,-8.4,5.343192339
531,CNC(=S)N/N=C/1\c2ccccc2-c3c1cc(cc3)N,0,1,-7.9,6.54282093
532,Cc1c(c([nH]c1C(=O)[C@H](C)NC[C@H](c2ccccc2)C3=c4ccccc4=[NH+]C3)C)C(=O)C,0,1,-10.6,20.28616571
533,CCOC(=O)CCn\1c2ccc(cc2s/c1=N\C(=O)c3cc(sc3Cl)Cl)S(=O)(=O)N,0,1,-6.6,16.9085784
534,Cc1ccc(cc1)S(=O)(=O)/N=C\2/[C@H]([NH+]=c3ccccc3=N2)Nc4cc(cc(c4)Cl)C,0,1,-8.1,14.64278698
535,Cc1cc(cc(c1C)S(=O)(=O)Nc2cc3c(c4c2cccc4)oc(=O)s3)C(C)(C)C,0,1,-10.1,11.19349957
536,Cc1ccc2c(c1)CCCN2c3c(cc(cc3F)N)F,0,1,-8.5,5.545076847
537,CC(=O)C1=NN([C@]2(S1)c3ccccc3[C@@H](S2)c4ccc(cc4)Cl)c5ccc(cc5)Cl,0,1,-8.1,12.25261068
538,c1ccc(cc1)/C=C/C[NH+]2CCN(CC2)c3csc4ccccc4c3=O,0,1,-8.4,9.403811693
539,Cc1c(nc(s1)C)[C@@H](C)[NH2+][C@@H]2CCCC[C@@H]2C(C)(C)C,0,1,-7.7,6.585853815
540,CCCN(CC1CC1)C(=O)CS[C@H]2NN=C(N2c3ccccc3C)C4=c5ccccc5=[NH+]C4,0,1,-8.8,23.82623482
541,C1CCC(CC1)NC(=O)C23C[C@H]4C[C@@H](C2)CC(C4)(C3)Cl,0,1,-8.9,4.697323561
542,CC[NH2+][C@@H](c1ccc(cc1)C(C)C)c2cc(sc2Br)Br,0,1,-7.6,6.966365337
543,COC(=O)[C@@H]1C[C@@H](CN1C2Cc3ccccc3C2)NC(=O)[C@@H]4C(=c5cc(ccc5=[NH+]4)Cl)c6ccccc6,0,1,-8.4,29.75637674
544,c1cc(sc1)/C=C/c2[nH]nc(n2)SCC(=O)Nc3nc(cs3)c4cc(ccc4F)F,0,1,-8.5,21.1920259
545,C[C@@H]1c2c(sc(n2)NC(=O)CC(C)(C)C)C[C@]3([C@H]1[C@H]([C@@H](CC3)[C@H](C)C(=O)NCC[NH+]4CCOCC4)O)C,0,1,-7,32.58370924
546,C=CCn1c(=O)c2ccccc2nc1S[C@@H]3C(=c4cc(ccc4=[NH+]C3=O)Cl)c5ccccc5,0,1,-8.1,20.30550122
547,c1cc2c(cc1Br)c3c([nH]2)CC[C@@H](C3)NC(=O)[C@@H]4CCC=CC4,0,1,-7.5,6.489243031
548,CCN(c1cccc2c1cccc2)c3c(c([nH+]cn3)Nc4ccc(cc4)OC(F)(F)F)N,0,1,-8.8,17.89187217
549,c1cc2c(cn[nH]2)c(c1)N[C@H]3CCCSC3,0,1,-7.5,3.947323561
550,Cc1ccc(c(c1)Br)NC(=O)C[NH+](C)CC(=O)N2c3ccccc3NC(=O)C[C@@H]2C,0,1,-9.3,13.74879551
551,C[C@@H](c1nnc(n1c2ccc(cc2)F)S[C@@H](C)C(=O)Nc3ccc(cc3F)Cl)[NH+](C)C,0,1,-8.6,20.61794233
552,CC1=C([C@@H](NC(=S)N1)c2ccccc2Cl)C(=O)Nc3ccccc3F,0,1,-9.2,8.318866014
553,c1ccc(c(c1)C(=O)NC2CCCCC2)NC(=O)[C@H]3CC(=O)N(C3)CCc4ccc(cc4)F,0,1,-10.6,22.25273895
554,CCN/C(=C/C1=CSC2=NC(=C([C@@H](N12)c3ccc(cc3)Cl)C(=O)Nc4ccc(cc4C)C)C)/[O-],0,1,-7.6,20.06515384
555,C[C@@H]1C[C@@H](C[NH+](C1)CCCNC(=S)Nc2ccc3c(c2)c(=O)n4c(n3)CCCCC4)C,0,1,-8.9,18.59463644
556,CC[C@@H](C)CC(=O)N1C[C@H](C2(C1)CC[NH2+]CC2)C(=O)NCCc3ccc(cc3)Br,0,1,-7.6,16.71988058
557,COc1ccc(cc1S(=O)(=O)N2CCCCC2)NC(=O)C[NH2+]C(c3ccccc3)c4ccccc4,0,1,-10.1,32.12819219
558,CC[C@H](C)N(CC)c1ccc(cc1N)C(F)(F)F,0,1,-7.3,6.444645882
559,C[NH+](C)[C@H](CNC(=O)c1ccccc1N(C)C(=O)c2cccs2)c3cccc(c3)F,0,1,-7.7,19.23747468
560,Cc1c(sc(c1[C@H](c2ccc(cc2)C(F)(F)F)[NH+]3CCCCC3)NC(=O)c4ccco4)C,0,1,-8,16.71546388
561,Cc1c(sc(c1C(=O)c2cccs2)N)C,0,1,-6.6,3.76923275
562,C[C@H](c1cc2cc(ccc2o1)Br)[NH2+]C3CCCCCCC3,0,1,-8.2,6.343746424
563,Cc1cc(c2=[NH+]C(=O)[C@H](C=c2c1)[C@@H]([C@@H]3NN=NN3C(C)(C)C)[NH+](Cc4ccccc4)Cc5ccco5)C,0,1,-8.2,37.06262159
564,CC[C@H]1CCCC[C@H]1NC(=O)N(C)Cc2cc(cs2)Br,0,1,-7.5,6.997331858
565,C[C@@H]1C[C@@H](C[NH+](C1)Cc2cs/c(=N\C(=O)c3cccc(c3)NC(=O)c4cccs4)/[nH]2)C,0,1,-9,14.67096329
566,Cc1c(c(n(n1)c2ccccc2)Oc3ccc(cc3)Cl)C[NH+](Cc4ccco4)C[C@H](COC(C)C)O,0,1,-7.2,38.49390316
567,c1c(c(cc(c1Cl)Cl)Cl)NC(=O)/C=C/c2cscn2,0,1,-7.1,5.930388927
568,C[C@]12C[C@H](CC(C1)(C)C)N(C2)c3c(c(ncn3)Nc4ccccc4OC)N,0,1,-6.8,11.14852667
569,CC(C)c1ccc(cc1)C2=N[C@@H]3C(=CNN3C(=C2)C(F)(F)F)C(=O)NCCC4=c5ccccc5=[NH+]C4,0,1,-9.2,24.63639235
570,Cc1cc(sc1C(=O)N2C[C@@H](C[C@@H](C2)C)C)NC(=O)C(C)(C)C,0,1,-6.7,7.202042818
571,Cc1c(c(n(n1)C)Cl)C[NH+]2CCC[C@H](C2)Nc3ccc(cc3)C(C)C,0,1,-7.9,9.629001141
572,c1ccc2c(c1)c(c[nH]2)CC[NH2+]Cc3cc(ccc3OCc4ccc(cc4Cl)Cl)Br,0,1,-9.7,20.72842526
573,CC[NH+](CC)CCCn1c(=O)c2ccccc2nc1SCC(=O)N[C@@H]3CCCc4c3cccc4,0,1,-8.7,26.61005449
574,c1cc2c(c(c1N[C@H]3CCCNC3=O)[N+](=O)[O-])ncs2,0,1,-7.6,6.488027811
575,C[C@H](CNC(=O)[C@H]1CN(CC12CC[NH2+]CC2)C(=O)c3ccc(o3)c4ccc(cc4)F)Oc5ccc(cc5)F,0,1,-10.5,31.0895853
576,c1cc(c(cc1Br)F)Nc2c(nccn2)Cl,0,1,-7.2,4.171210766
577,Cc1cc(nc2c1cccc2)SCC(=O)Nc3cccc(c3)S(=O)(=O)/N=C\4/CCCN4,0,1,-9.4,18.81452775
578,Cc1cc(cc(c1)NC(=O)c2cc(c(nc2)Cl)Cl)C,0,1,-9.1,4.889857292
579,c1cc(ccc1CCNC(=O)[C@H]2CN(CC23CC[NH2+]CC3)C(=O)CCC4CCCC4)Br,0,1,-9.6,19.23839664
580,C[C@@H](CC(C)C)OC(=O)c1ccc(c(c1)N)Cl,0,1,-7.2,6.525546074
581,C[C@@H](c1ccc2c(c1)OCO2)Nc3ccc(cc3Cl)F,0,1,-9,5.51070714
582,c1cc(sc1[C@@H](c2cc(cc(c2)Br)F)N)Br,0,1,-7.4,4.658813953
583,c1ccc2c(c1)CSC[C@@H]2Nc3cc(ccc3Br)Br,0,1,-7.2,5.157935143
584,c1cc(c(c(c1)F)C(=O)NC(=O)Nc2ccc(cc2F)Br)F,0,1,-6.7,7.789394855
585,CCC[NH+](CCC)CCNC(=O)c1ccc2c(c1)nc(c(n2)c3cccc(c3)C)c4cccc(c4)C,0,1,-9,30.74956298
586,Cc1ccc(c(c1)S(=O)(=O)[C@@H]2[C@@H]3[NH+]=C(c4ccccc4N3N=N2)NCCc5c[nH]c6c5cccc6)C,0,1,-9.5,22.04242563
587,CC[C@@H](C)[C@@H](C)Nc1cc(c(cc1Cl)Cl)Cl,0,1,-7.1,4.404891491
588,Cc1cccc([nH+]1)N[C@@H](c2ccc(cc2)Br)c3ccc4cccnc4c3O,0,1,-9.2,10.68109846
589,C[C@@H](c1nnc(n1c2ccc(cc2)Cl)SCc3csc(n3)c4ccccc4Cl)[NH+](C)C,0,1,-8.6,19.60523653
